Period,Period Label,Commodity,Commodity Label,Index Base 2015,Index Base 2015 Footnote,Index Base 2015 Missing value,"Growth rate, year-on-year","Growth rate, year-on-year Footnote","Growth rate, year-on-year Missing value",Growth rate (over previous period),Growth rate (over previous period) Footnote,Growth rate (over previous period) Missing value
2012M03,"Mar. 2012",IN0001.24,"All groups excl. precious metals and fuels",150.97,,,-12.0068,,,0.2923,,
2012M04,"Apr. 2012",IN0001.20,"All groups",185.08,,,-5.0092,,,-3.0589,,
2012M04,"Apr. 2012",IN0001.01,"All food",134.33,,,-7.3331,,,-0.0372,,
2012M04,"Apr. 2012",IN0001.02,"Food",127.49,,,-5.226,,,-2.329,,
2012M04,"Apr. 2012",IN0001.03,"Tropical beverages",113.33,,,-27.5708,,,-3.5243,,
2012M04,"Apr. 2012",IN0001.04,"Vegetable oilseeds and oils",158.17,,,1.0284,,,4.9569,,
2012M04,"Apr. 2012",IN0001.06,"Agricultural raw materials",155.32,,,-20.1399,,,-1.5529,,
2012M04,"Apr. 2012",IN0001.07,"Minerals, ores and metals",157.17,,,-7.0825,,,-1.4855,,
2012M04,"Apr. 2012",IN0001.08,"Minerals, ores and non-precious metals",169.97,,,-17.5303,,,-1.0652,,
2012M04,"Apr. 2012",IN0001.09,"Precious metals",147.06,,,5.0729,,,-1.8553,,
2012M04,"Apr. 2012",IN0001.10,"Fuels",207.3,,,-3.289,,,-3.9299,,
2012M04,"Apr. 2012",IN0001.31,"Selected groups",,,"No value reported or collected",,,"No value reported or collected",,,"No value reported or collected"
2012M04,"Apr. 2012",IN0001.05,"Tropical beverages and food",124,,,-11.3843,,,-2.6,,
2012M04,"Apr. 2012",IN0001.22,"All groups excl. fuels",149.06,,,-8.6586,,,-1.0357,,
2012M04,"Apr. 2012",IN0001.23,"All groups excl. precious metals",190.19,,,-5.9443,,,-3.1816,,
2012M04,"Apr. 2012",IN0001.24,"All groups excl. precious metals and fuels",149.95,,,-13.6531,,,-0.6756,,
2012M05,"May  2012",IN0001.20,"All groups",174.55,,,-6.1004,,,-5.6894,,
2012M05,"May  2012",IN0001.01,"All food",131.17,,,-7.1888,,,-2.3524,,
2012M05,"May  2012",IN0001.02,"Food",125.63,,,-2.2411,,,-1.4589,,
2012M05,"May  2012",IN0001.03,"Tropical beverages",111.69,,,-27.1238,,,-1.4471,,
2012M05,"May  2012",IN0001.04,"Vegetable oilseeds and oils",151.88,,,-3.1748,,,-3.9767,,
2012M05,"May  2012",IN0001.06,"Agricultural raw materials",148.14,,,-17.5121,,,-4.6227,,
2012M05,"May  2012",IN0001.07,"Minerals, ores and metals",149.59,,,-9.5313,,,-4.8228,,
2012M05,"May  2012",IN0001.08,"Minerals, ores and non-precious metals",161.27,,,-18.3402,,,-5.1186,,
2012M05,"May  2012",IN0001.09,"Precious metals",140.36,,,0.2858,,,-4.556,,
2012M05,"May  2012",IN0001.10,"Fuels",193.98,,,-4.3774,,,-6.4255,,
2012M05,"May  2012",IN0001.31,"Selected groups",,,"No value reported or collected",,,"No value reported or collected",,,"No value reported or collected"
2012M05,"May  2012",IN0001.05,"Tropical beverages and food",122.2,,,-9.2192,,,-1.4516,,
2012M05,"May  2012",IN0001.22,"All groups excl. fuels",143.05,,,-9.6793,,,-4.0319,,
2012M05,"May  2012",IN0001.23,"All groups excl. precious metals",179.14,,,-6.7319,,,-5.81,,
2012M05,"May  2012",IN0001.24,"All groups excl. precious metals and fuels",144.26,,,-13.4509,,,-3.7946,,
2012M06,"June 2012",IN0001.20,"All groups",160.35,,,-13.502,,,-8.1352,,
2012M06,"June 2012",IN0001.01,"All food",128.04,,,-10.1978,,,-2.3862,,
2012M06,"June 2012",IN0001.02,"Food",124.26,,,-7.3309,,,-1.0905,,
2012M06,"June 2012",IN0001.03,"Tropical beverages",104.54,,,-28.8698,,,-6.4016,,
2012M06,"June 2012",IN0001.04,"Vegetable oilseeds and oils",148,,,-4.4421,,,-2.5546,,
2012M06,"June 2012",IN0001.06,"Agricultural raw materials",136.88,,,-22.7452,,,-7.6009,,
2012M06,"June 2012",IN0001.07,"Minerals, ores and metals",147.68,,,-10.0116,,,-1.2768,,
2012M06,"June 2012",IN0001.08,"Minerals, ores and non-precious metals",156.42,,,-19.2671,,,-3.0074,,
2012M06,"June 2012",IN0001.09,"Precious metals",140.77,,,0.0498,,,0.2921,,
2012M06,"June 2012",IN0001.10,"Fuels",173.02,,,-14.4905,,,-10.8052,,
2012M06,"June 2012",IN0001.31,"Selected groups",,,"No value reported or collected",,,"No value reported or collected",,,"No value reported or collected"
2012M06,"June 2012",IN0001.05,"Tropical beverages and food",119.4,,,-13.0118,,,-2.2913,,
2012M06,"June 2012",IN0001.22,"All groups excl. fuels",139.81,,,-11.451,,,-2.2649,,
2012M06,"June 2012",IN0001.23,"All groups excl. precious metals",162.98,,,-14.844,,,-9.0209,,
2012M06,"June 2012",IN0001.24,"All groups excl. precious metals and fuels",139.38,,,-15.8537,,,-3.3828,,
2012M07,"Jul. 2012",IN0001.20,"All groups",167.57,,,-11.6332,,,4.5027,,
2012M07,"Jul. 2012",IN0001.01,"All food",138.81,,,-3.951,,,8.4114,,
2012M07,"Jul. 2012",IN0001.02,"Food",132.5,,,-4.5733,,,6.6313,,
2012M07,"Jul. 2012",IN0001.03,"Tropical beverages",113,,,-22.3954,,,8.0926,,
2012M07,"Jul. 2012",IN0001.04,"Vegetable oilseeds and oils",164.47,,,6.9654,,,11.1284,,
2012M07,"Jul. 2012",IN0001.06,"Agricultural raw materials",136.94,,,-21.8468,,,0.0438,,
2012M07,"Jul. 2012",IN0001.07,"Minerals, ores and metals",146.31,,,-13.7882,,,-0.9277,,
2012M07,"Jul. 2012",IN0001.08,"Minerals, ores and non-precious metals",154.13,,,-23.2076,,,-1.464,,
2012M07,"Jul. 2012",IN0001.09,"Precious metals",140.13,,,-3.505,,,-0.4546,,
2012M07,"Jul. 2012",IN0001.10,"Fuels",182.85,,,-11.6581,,,5.6814,,
2012M07,"Jul. 2012",IN0001.31,"Selected groups",,,"No value reported or collected",,,"No value reported or collected",,,"No value reported or collected"
2012M07,"Jul. 2012",IN0001.05,"Tropical beverages and food",127.69,,,-9.1304,,,6.943,,
2012M07,"Jul. 2012",IN0001.22,"All groups excl. fuels",142.8,,,-11.5735,,,2.1386,,
2012M07,"Jul. 2012",IN0001.23,"All groups excl. precious metals",171.25,,,-12.4444,,,5.0742,,
2012M07,"Jul. 2012",IN0001.24,"All groups excl. precious metals and fuels",144,,,-14.697,,,3.3147,,
2012M08,"Aug. 2012",IN0001.20,"All groups",175.05,,,-5.2913,,,4.4638,,
2012M08,"Aug. 2012",IN0001.01,"All food",136.75,,,-5.5268,,,-1.484,,
2012M08,"Aug. 2012",IN0001.02,"Food",128.96,,,-7.2697,,,-2.6717,,
2012M08,"Aug. 2012",IN0001.03,"Tropical beverages",109.52,,,-25.7089,,,-3.0796,,
2012M08,"Aug. 2012",IN0001.04,"Vegetable oilseeds and oils",165.8,,,8.2882,,,0.8087,,
2012M08,"Aug. 2012",IN0001.06,"Agricultural raw materials",131.18,,,-25.0014,,,-4.2062,,
2012M08,"Aug. 2012",IN0001.07,"Minerals, ores and metals",143.17,,,-18.4356,,,-2.1461,,
2012M08,"Aug. 2012",IN0001.08,"Minerals, ores and non-precious metals",142.88,,,-26.668,,,-7.299,,
2012M08,"Aug. 2012",IN0001.09,"Precious metals",143.4,,,-10.5316,,,2.3335,,
2012M08,"Aug. 2012",IN0001.10,"Fuels",196.8,,,-0.2079,,,7.6292,,
2012M08,"Aug. 2012",IN0001.31,"Selected groups",,,"No value reported or collected",,,"No value reported or collected",,,"No value reported or collected"
2012M08,"Aug. 2012",IN0001.05,"Tropical beverages and food",124.17,,,-12.0173,,,-2.7567,,
2012M08,"Aug. 2012",IN0001.22,"All groups excl. fuels",139.78,,,-15.1717,,,-2.1148,,
2012M08,"Aug. 2012",IN0001.23,"All groups excl. precious metals",179.3,,,-4.6936,,,4.7007,,
2012M08,"Aug. 2012",IN0001.24,"All groups excl. precious metals and fuels",138.15,,,-17.1763,,,-4.0625,,
2012M09,"Sep. 2012",IN0001.20,"All groups",177.66,,,-3.5714,,,1.491,,
2012M09,"Sep. 2012",IN0001.01,"All food",135.26,,,-3.8869,,,-1.0896,,
2012M09,"Sep. 2012",IN0001.02,"Food",126.37,,,-7.0945,,,-2.0084,,
2012M09,"Sep. 2012",IN0001.03,"Tropical beverages",110.99,,,-23.185,,,1.3422,,
2012M09,"Sep. 2012",IN0001.04,"Vegetable oilseeds and oils",164.56,,,12.1057,,,-0.7479,,
2012M09,"Sep. 2012",IN0001.06,"Agricultural raw materials",133.67,,,-23.7696,,,1.8982,,
2012M09,"Sep. 2012",IN0001.07,"Minerals, ores and metals",151.11,,,-12.6936,,,5.5459,,
2012M09,"Sep. 2012",IN0001.08,"Minerals, ores and non-precious metals",145.58,,,-23.1646,,,1.8897,,
2012M09,"Sep. 2012",IN0001.09,"Precious metals",155.48,,,-2.9039,,,8.424,,
2012M09,"Sep. 2012",IN0001.10,"Fuels",198.46,,,0.2678,,,0.8435,,
2012M09,"Sep. 2012",IN0001.31,"Selected groups",,,"No value reported or collected",,,"No value reported or collected",,,"No value reported or collected"
2012M09,"Sep. 2012",IN0001.05,"Tropical beverages and food",122.58,,,-11.2447,,,-1.2805,,
2012M09,"Sep. 2012",IN0001.22,"All groups excl. fuels",143.92,,,-11.1934,,,2.9618,,
2012M09,"Sep. 2012",IN0001.23,"All groups excl. precious metals",180.64,,,-3.6484,,,0.7474,,
2012M09,"Sep. 2012",IN0001.24,"All groups excl. precious metals and fuels",138.71,,,-14.8601,,,0.4054,,
2012M10,"Oct. 2012",IN0001.20,"All groups",177.21,,,-0.1859,,,-0.2533,,
2012M10,"Oct. 2012",IN0001.01,"All food",129.98,,,-2.695,,,-3.9036,,
2012M10,"Oct. 2012",IN0001.02,"Food",125.82,,,-4.9339,,,-0.4352,,
2012M10,"Oct. 2012",IN0001.03,"Tropical beverages",106.34,,,-20.541,,,-4.1896,,
2012M10,"Oct. 2012",IN0001.04,"Vegetable oilseeds and oils",150.68,,,11.1455,,,-8.4346,,
2012M10,"Oct. 2012",IN0001.06,"Agricultural raw materials",137.47,,,-16.9566,,,2.8428,,
2012M10,"Oct. 2012",IN0001.07,"Minerals, ores and metals",153.84,,,-1.7436,,,1.8066,,
2012M10,"Oct. 2012",IN0001.08,"Minerals, ores and non-precious metals",151.78,,,-9.1682,,,4.2588,,
2012M10,"Oct. 2012",IN0001.09,"Precious metals",155.47,,,4.8631,,,-0.0064,,
2012M10,"Oct. 2012",IN0001.10,"Fuels",197.71,,,1.4574,,,-0.3779,,
2012M10,"Oct. 2012",IN0001.31,"Selected groups",,,"No value reported or collected",,,"No value reported or collected",,,"No value reported or collected"
2012M10,"Oct. 2012",IN0001.05,"Tropical beverages and food",121.02,,,-8.8087,,,-1.2726,,
2012M10,"Oct. 2012",IN0001.22,"All groups excl. fuels",143.97,,,-3.6668,,,0.0347,,
2012M10,"Oct. 2012",IN0001.23,"All groups excl. precious metals",180.13,,,-0.7439,,,-0.2823,,
2012M10,"Oct. 2012",IN0001.24,"All groups excl. precious metals and fuels",138.79,,,-7.4672,,,0.0577,,
2012M11,"Nov. 2012",IN0001.20,"All groups",175.18,,,-2.2051,,,-1.1455,,
2012M11,"Nov. 2012",IN0001.01,"All food",126.51,,,-4.8582,,,-2.6696,,
2012M11,"Nov. 2012",IN0001.02,"Food",125.14,,,-4.3345,,,-0.5405,,
2012M11,"Nov. 2012",IN0001.03,"Tropical beverages",102.58,,,-23.1495,,,-3.5358,,
2012M11,"Nov. 2012",IN0001.04,"Vegetable oilseeds and oils",142.5,,,4.4415,,,-5.4287,,
2012M11,"Nov. 2012",IN0001.06,"Agricultural raw materials",134.75,,,-11.1675,,,-1.9786,,
2012M11,"Nov. 2012",IN0001.07,"Minerals, ores and metals",152.49,,,-3.0085,,,-0.8775,,
2012M11,"Nov. 2012",IN0001.08,"Minerals, ores and non-precious metals",151.86,,,-5.2888,,,0.0527,,
2012M11,"Nov. 2012",IN0001.09,"Precious metals",152.99,,,-1.1309,,,-1.5952,,
2012M11,"Nov. 2012",IN0001.10,"Fuels",195.8,,,-1.2009,,,-0.9661,,
2012M11,"Nov. 2012",IN0001.31,"Selected groups",,,"No value reported or collected",,,"No value reported or collected",,,"No value reported or collected"
2012M11,"Nov. 2012",IN0001.05,"Tropical beverages and food",119.58,,,-9.0439,,,-1.1899,,
2012M11,"Nov. 2012",IN0001.22,"All groups excl. fuels",141.74,,,-4.3977,,,-1.5489,,
2012M11,"Nov. 2012",IN0001.23,"All groups excl. precious metals",178.16,,,-2.3299,,,-1.0937,,
2012M11,"Nov. 2012",IN0001.24,"All groups excl. precious metals and fuels",136.68,,,-5.952,,,-1.5203,,
2012M12,"Dec. 2012",IN0001.20,"All groups",174.33,,,-0.5704,,,-0.4852,,
2012M12,"Dec. 2012",IN0001.01,"All food",125.96,,,-3.5971,,,-0.4347,,
2012M12,"Dec. 2012",IN0001.02,"Food",124.66,,,-2.0585,,,-0.3836,,
2012M12,"Dec. 2012",IN0001.03,"Tropical beverages",99.85,,,-22.8362,,,-2.6613,,
2012M12,"Dec. 2012",IN0001.04,"Vegetable oilseeds and oils",143.09,,,4.255,,,0.414,,
2012M12,"Dec. 2012",IN0001.06,"Agricultural raw materials",137.32,,,-7.808,,,1.9072,,
2012M12,"Dec. 2012",IN0001.07,"Minerals, ores and metals",154.41,,,1.153,,,1.2591,,
2012M12,"Dec. 2012",IN0001.08,"Minerals, ores and non-precious metals",159.79,,,-0.7269,,,5.2219,,
2012M12,"Dec. 2012",IN0001.09,"Precious metals",150.16,,,2.793,,,-1.8498,,
2012M12,"Dec. 2012",IN0001.10,"Fuels",193.74,,,-0.2625,,,-1.0521,,
2012M12,"Dec. 2012",IN0001.31,"Selected groups",,,"No value reported or collected",,,"No value reported or collected",,,"No value reported or collected"
2012M12,"Dec. 2012",IN0001.05,"Tropical beverages and food",118.55,,,-7.2379,,,-0.8613,,
2012M12,"Dec. 2012",IN0001.22,"All groups excl. fuels",142.87,,,-1.2306,,,0.7972,,
2012M12,"Dec. 2012",IN0001.23,"All groups excl. precious metals",177.58,,,-0.9372,,,-0.3256,,
2012M12,"Dec. 2012",IN0001.24,"All groups excl. precious metals and fuels",139.59,,,-3.0625,,,2.1291,,
2013M01,"Jan. 2013",IN0001.20,"All groups",178.06,,,-0.1738,,,2.1396,,
2013M01,"Jan. 2013",IN0001.01,"All food",126.55,,,-3.8739,,,0.4684,,
2013M01,"Jan. 2013",IN0001.02,"Food",124.29,,,-2.3645,,,-0.2968,,
2013M01,"Jan. 2013",IN0001.03,"Tropical beverages",100.04,,,-22.3955,,,0.1903,,
2013M01,"Jan. 2013",IN0001.04,"Vegetable oilseeds and oils",145.57,,,3.4245,,,1.7332,,
2013M01,"Jan. 2013",IN0001.06,"Agricultural raw materials",142.75,,,-6.9184,,,3.9543,,
2013M01,"Jan. 2013",IN0001.07,"Minerals, ores and metals",158.75,,,1.4701,,,2.8107,,
2013M01,"Jan. 2013",IN0001.08,"Minerals, ores and non-precious metals",171.49,,,1.7564,,,7.3221,,
2013M01,"Jan. 2013",IN0001.09,"Precious metals",148.68,,,1.2048,,,-0.9856,,
2013M01,"Jan. 2013",IN0001.10,"Fuels",197.82,,,0.2128,,,2.1059,,
2013M01,"Jan. 2013",IN0001.31,"Selected groups",,,"No value reported or collected",,,"No value reported or collected",,,"No value reported or collected"
2013M01,"Jan. 2013",IN0001.05,"Tropical beverages and food",118.31,,,-7.3532,,,-0.2024,,
2013M01,"Jan. 2013",IN0001.22,"All groups excl. fuels",146.01,,,-1.0303,,,2.1978,,
2013M01,"Jan. 2013",IN0001.23,"All groups excl. precious metals",182.01,,,-0.3231,,,2.4947,,
2013M01,"Jan. 2013",IN0001.24,"All groups excl. precious metals and fuels",144.81,,,-2.0296,,,3.7395,,
2013M02,"Feb. 2013",IN0001.20,"All groups",181.4,,,-2.5936,,,1.8758,,
2013M02,"Feb. 2013",IN0001.01,"All food",126.69,,,-5.1082,,,0.1106,,
2013M02,"Feb. 2013",IN0001.02,"Food",123.69,,,-4.5602,,,-0.4827,,
2013M02,"Feb. 2013",IN0001.03,"Tropical beverages",97.23,,,-22.3775,,,-2.8089,,
2013M02,"Feb. 2013",IN0001.04,"Vegetable oilseeds and oils",148.67,,,2.5169,,,2.1296,,
2013M02,"Feb. 2013",IN0001.06,"Agricultural raw materials",141.48,,,-10.4103,,,-0.8897,,
2013M02,"Feb. 2013",IN0001.07,"Minerals, ores and metals",158.69,,,-2.5066,,,-0.0378,,
2013M02,"Feb. 2013",IN0001.08,"Minerals, ores and non-precious metals",175.89,,,2.4224,,,2.5657,,
2013M02,"Feb. 2013",IN0001.09,"Precious metals",145.11,,,-6.7956,,,-2.4011,,
2013M02,"Feb. 2013",IN0001.10,"Fuels",203.3,,,-1.9106,,,2.7702,,
2013M02,"Feb. 2013",IN0001.31,"Selected groups",,,"No value reported or collected",,,"No value reported or collected",,,"No value reported or collected"
2013M02,"Feb. 2013",IN0001.05,"Tropical beverages and food",117.17,,,-8.8384,,,-0.9636,,
2013M02,"Feb. 2013",IN0001.22,"All groups excl. fuels",145.91,,,-4.0886,,,-0.0685,,
2013M02,"Feb. 2013",IN0001.23,"All groups excl. precious metals",186.28,,,-2.1279,,,2.346,,
2013M02,"Feb. 2013",IN0001.24,"All groups excl. precious metals and fuels",146.27,,,-2.83,,,1.0082,,
2013M03,"Mar. 2013",IN0001.20,"All groups",174.61,,,-8.5428,,,-3.7431,,
2013M03,"Mar. 2013",IN0001.01,"All food",124.81,,,-7.1216,,,-1.4839,,
2013M03,"Mar. 2013",IN0001.02,"Food",124.22,,,-4.8341,,,0.4285,,
2013M03,"Mar. 2013",IN0001.03,"Tropical beverages",95.29,,,-18.8814,,,-1.9953,,
2013M03,"Mar. 2013",IN0001.04,"Vegetable oilseeds and oils",142.64,,,-5.3484,,,-4.056,,
2013M03,"Mar. 2013",IN0001.06,"Agricultural raw materials",136.19,,,-13.6781,,,-3.739,,
2013M03,"Mar. 2013",IN0001.07,"Minerals, ores and metals",151.57,,,-4.9956,,,-4.4867,,
2013M03,"Mar. 2013",IN0001.08,"Minerals, ores and non-precious metals",164.48,,,-4.2608,,,-6.487,,
2013M03,"Mar. 2013",IN0001.09,"Precious metals",141.37,,,-5.6527,,,-2.5774,,
2013M03,"Mar. 2013",IN0001.10,"Fuels",195.46,,,-9.417,,,-3.8564,,
2013M03,"Mar. 2013",IN0001.31,"Selected groups",,,"No value reported or collected",,,"No value reported or collected",,,"No value reported or collected"
2013M03,"Mar. 2013",IN0001.05,"Tropical beverages and food",117.09,,,-8.0276,,,-0.0683,,
2013M03,"Mar. 2013",IN0001.22,"All groups excl. fuels",140.79,,,-6.5264,,,-3.509,,
2013M03,"Mar. 2013",IN0001.23,"All groups excl. precious metals",179.07,,,-8.8424,,,-3.8705,,
2013M03,"Mar. 2013",IN0001.24,"All groups excl. precious metals and fuels",140.52,,,-6.9219,,,-3.9311,,
2013M04,"Apr. 2013",IN0001.20,"All groups",168.94,,,-8.7206,,,-3.2472,,
2013M04,"Apr. 2013",IN0001.01,"All food",121.93,,,-9.231,,,-2.3075,,
2013M04,"Apr. 2013",IN0001.02,"Food",121.54,,,-4.667,,,-2.1575,,
2013M04,"Apr. 2013",IN0001.03,"Tropical beverages",94.29,,,-16.8005,,,-1.0494,,
2013M04,"Apr. 2013",IN0001.04,"Vegetable oilseeds and oils",138.34,,,-12.5371,,,-3.0146,,
2013M04,"Apr. 2013",IN0001.06,"Agricultural raw materials",129.59,,,-16.5658,,,-4.8462,,
2013M04,"Apr. 2013",IN0001.07,"Minerals, ores and metals",142.34,,,-9.4356,,,-6.0896,,
2013M04,"Apr. 2013",IN0001.08,"Minerals, ores and non-precious metals",156.59,,,-7.872,,,-4.7969,,
2013M04,"Apr. 2013",IN0001.09,"Precious metals",131.09,,,-10.8595,,,-7.2717,,
2013M04,"Apr. 2013",IN0001.10,"Fuels",190.47,,,-8.1187,,,-2.553,,
2013M04,"Apr. 2013",IN0001.31,"Selected groups",,,"No value reported or collected",,,"No value reported or collected",,,"No value reported or collected"
2013M04,"Apr. 2013",IN0001.05,"Tropical beverages and food",114.83,,,-7.3952,,,-1.9301,,
2013M04,"Apr. 2013",IN0001.22,"All groups excl. fuels",134.02,,,-10.0899,,,-4.8086,,
2013M04,"Apr. 2013",IN0001.23,"All groups excl. precious metals",174.02,,,-8.502,,,-2.8201,,
2013M04,"Apr. 2013",IN0001.24,"All groups excl. precious metals and fuels",135.34,,,-9.7432,,,-3.6863,,
2013M05,"May  2013",IN0001.20,"All groups",165.86,,,-4.9785,,,-1.8231,,
2013M05,"May  2013",IN0001.01,"All food",119.1,,,-9.2018,,,-2.321,,
2013M05,"May  2013",IN0001.02,"Food",122.4,,,-2.571,,,0.7076,,
2013M05,"May  2013",IN0001.03,"Tropical beverages",94.02,,,-15.8206,,,-0.2864,,
2013M05,"May  2013",IN0001.04,"Vegetable oilseeds and oils",127.64,,,-15.96,,,-7.7346,,
2013M05,"May  2013",IN0001.06,"Agricultural raw materials",129.08,,,-12.8662,,,-0.3935,,
2013M05,"May  2013",IN0001.07,"Minerals, ores and metals",135.94,,,-9.1249,,,-4.4963,,
2013M05,"May  2013",IN0001.08,"Minerals, ores and non-precious metals",150.41,,,-6.734,,,-3.9466,,
2013M05,"May  2013",IN0001.09,"Precious metals",124.51,,,-11.2924,,,-5.0195,,
2013M05,"May  2013",IN0001.10,"Fuels",188.33,,,-2.9127,,,-1.1235,,
2013M05,"May  2013",IN0001.31,"Selected groups",,,"No value reported or collected",,,"No value reported or collected",,,"No value reported or collected"
2013M05,"May  2013",IN0001.05,"Tropical beverages and food",115.41,,,-5.5565,,,0.5051,,
2013M05,"May  2013",IN0001.22,"All groups excl. fuels",129.43,,,-9.5211,,,-3.4249,,
2013M05,"May  2013",IN0001.23,"All groups excl. precious metals",171.42,,,-4.3095,,,-1.4941,,
2013M05,"May  2013",IN0001.24,"All groups excl. precious metals and fuels",131.64,,,-8.7481,,,-2.7339,,
2013M06,"June 2013",IN0001.20,"All groups",163.55,,,1.9956,,,-1.3927,,
2013M06,"June 2013",IN0001.01,"All food",118.41,,,-7.5211,,,-0.5793,,
2013M06,"June 2013",IN0001.02,"Food",120.99,,,-2.6316,,,-1.152,,
2013M06,"June 2013",IN0001.03,"Tropical beverages",87.43,,,-16.3669,,,-7.0091,,
2013M06,"June 2013",IN0001.04,"Vegetable oilseeds and oils",131.55,,,-11.1149,,,3.0633,,
2013M06,"June 2013",IN0001.06,"Agricultural raw materials",128.14,,,-6.3852,,,-0.7282,,
2013M06,"June 2013",IN0001.07,"Minerals, ores and metals",129.04,,,-12.6219,,,-5.0758,,
2013M06,"June 2013",IN0001.08,"Minerals, ores and non-precious metals",143.01,,,-8.5731,,,-4.9199,,
2013M06,"June 2013",IN0001.09,"Precious metals",118,,,-16.1753,,,-5.2285,,
2013M06,"June 2013",IN0001.10,"Fuels",187.16,,,8.1725,,,-0.6212,,
2013M06,"June 2013",IN0001.31,"Selected groups",,,"No value reported or collected",,,"No value reported or collected",,,"No value reported or collected"
2013M06,"June 2013",IN0001.05,"Tropical beverages and food",112.72,,,-5.5946,,,-2.3308,,
2013M06,"June 2013",IN0001.22,"All groups excl. fuels",125.26,,,-10.407,,,-3.2218,,
2013M06,"June 2013",IN0001.23,"All groups excl. precious metals",169.67,,,4.1048,,,-1.0209,,
2013M06,"June 2013",IN0001.24,"All groups excl. precious metals and fuels",128.53,,,-7.7845,,,-2.3625,,
2013M07,"Jul. 2013",IN0001.20,"All groups",165.76,,,-1.0801,,,1.3513,,
2013M07,"Jul. 2013",IN0001.01,"All food",116.5,,,-16.0723,,,-1.613,,
2013M07,"Jul. 2013",IN0001.02,"Food",119.8,,,-9.5849,,,-0.9836,,
2013M07,"Jul. 2013",IN0001.03,"Tropical beverages",87.73,,,-22.3628,,,0.3431,,
2013M07,"Jul. 2013",IN0001.04,"Vegetable oilseeds and oils",127.12,,,-22.7093,,,-3.3675,,
2013M07,"Jul. 2013",IN0001.06,"Agricultural raw materials",125.35,,,-8.4636,,,-2.1773,,
2013M07,"Jul. 2013",IN0001.07,"Minerals, ores and metals",128.34,,,-12.2821,,,-0.5425,,
2013M07,"Jul. 2013",IN0001.08,"Minerals, ores and non-precious metals",147.81,,,-4.1004,,,3.3564,,
2013M07,"Jul. 2013",IN0001.09,"Precious metals",112.96,,,-19.3891,,,-4.2712,,
2013M07,"Jul. 2013",IN0001.10,"Fuels",191.55,,,4.758,,,2.3456,,
2013M07,"Jul. 2013",IN0001.31,"Selected groups",,,"No value reported or collected",,,"No value reported or collected",,,"No value reported or collected"
2013M07,"Jul. 2013",IN0001.05,"Tropical beverages and food",111.9,,,-12.3659,,,-0.7275,,
2013M07,"Jul. 2013",IN0001.22,"All groups excl. fuels",123.94,,,-13.2073,,,-1.0538,,
2013M07,"Jul. 2013",IN0001.23,"All groups excl. precious metals",172.85,,,0.9343,,,1.8742,,
2013M07,"Jul. 2013",IN0001.24,"All groups excl. precious metals and fuels",128.88,,,-10.5,,,0.2723,,
2013M08,"Aug. 2013",IN0001.20,"All groups",169.54,,,-3.1477,,,2.2804,,
2013M08,"Aug. 2013",IN0001.01,"All food",114.53,,,-16.2486,,,-1.691,,
2013M08,"Aug. 2013",IN0001.02,"Food",116.16,,,-9.9256,,,-3.0384,,
2013M08,"Aug. 2013",IN0001.03,"Tropical beverages",87.46,,,-20.1424,,,-0.3078,,
2013M08,"Aug. 2013",IN0001.04,"Vegetable oilseeds and oils",127.09,,,-23.3474,,,-0.0236,,
2013M08,"Aug. 2013",IN0001.06,"Agricultural raw materials",128.07,,,-2.3708,,,2.1699,,
2013M08,"Aug. 2013",IN0001.07,"Minerals, ores and metals",134.88,,,-5.7903,,,5.0958,,
2013M08,"Aug. 2013",IN0001.08,"Minerals, ores and non-precious metals",154.87,,,8.3917,,,4.7764,,
