Entity,Code,Year,Value of global merchandise exports as a share of GDP (Fouquin and Hugot; CEPII 2016; National data),GDP per capita,900793-annotations,Population (historical),World regions according to OWID
Australia,AUS,1918,20.09126,7336,NA,5069291,NA
Australia,AUS,1919,29.50023,7517,NA,5171552,NA
Australia,AUS,1920,21.41565,7597,NA,5274343,NA
Australia,AUS,1921,16.70153,7828,NA,5377647,NA
Australia,AUS,1922,15.79928,8072,NA,5481442,NA
Australia,AUS,1923,15.40759,8276,NA,5585709,NA
Australia,AUS,1924,18.15099,8635,NA,5691958,NA
Australia,AUS,1925,16.1771,8851,NA,5800229,NA
Australia,AUS,1926,15.6386,8883,NA,5910560,NA
Australia,AUS,1927,15.63253,8837,NA,6022989,NA
Australia,AUS,1928,15.9715,8690,NA,6137556,NA
Australia,AUS,1929,11.19576,8389,NA,6240926,NA
Australia,AUS,1930,10.03972,7504,NA,6332771,NA
Australia,AUS,1931,18.01373,6940,NA,6412756,NA
Australia,AUS,1932,19.86253,7275,NA,6480541,NA
Australia,AUS,1933,19.51432,7718,NA,6535776,NA
Australia,AUS,1934,21.09182,8066,NA,6591481,NA
Australia,AUS,1935,18.29883,8477,NA,6647662,NA
Australia,AUS,1936,19.81251,8792,NA,6704321,NA
Australia,AUS,1937,21.64508,9159,NA,6761463,NA
Australia,AUS,1938,19.21968,9382,NA,6819092,NA
Australia,AUS,1939,16.97236,9318,NA,6887821,NA
Australia,AUS,1940,19.03369,9828,NA,6967916,NA
Australia,AUS,1941,15.73427,10820,NA,7059648,NA
Australia,AUS,1942,16.03215,11963,NA,7163293,NA
Australia,AUS,1943,11.03059,12278,NA,7279134,NA
Australia,AUS,1944,12.66081,11735,NA,7396847,NA
Australia,AUS,1945,13.62927,11026,NA,7516465,NA
Australia,AUS,1946,16.78024,10512,NA,7638016,NA
Australia,AUS,1947,24.73174,10622,NA,7761534,NA
Australia,AUS,1948,26.90473,11105,NA,7887049,NA
Australia,AUS,1949,24.73483,11536,NA,8025441,NA
Australia,AUS,1950,28.56782,11815,NA,8176751,NA
Australia,AUS,1951,28.26716,11966,NA,8418614,NA
Australia,AUS,1952,20.51937,11824,NA,8630704,NA
Australia,AUS,1953,21.28563,11963,NA,8816084,NA
Australia,AUS,1954,16.14516,12419,NA,8999382,NA
Australia,AUS,1955,17.25151,12795,NA,9205190,NA
Australia,AUS,1956,16.42535,12924,NA,9424661,NA
Australia,AUS,1957,17.80514,12895,NA,9638771,NA
Australia,AUS,1958,12.54624,13238,NA,9847636,NA
Australia,AUS,1959,14.19228,13753,NA,10060034,NA
Australia,AUS,1960,10.8851,14013,NA,10280815,NA
Australia,AUS,1961,11.90211,13793,NA,10500443,NA
Australia,AUS,1962,11.66393,14389,NA,10707235,NA
Australia,AUS,1963,12.87599,14983,NA,10913271,NA
Australia,AUS,1964,12.5166,15699,NA,11128257,NA
Australia,AUS,1965,11.26298,16182,NA,11357478,NA
Australia,AUS,1966,11.61115,16324,NA,11592486,NA
Australia,AUS,1967,11.48475,17108,NA,11810519,NA
Australia,AUS,1968,10.77111,17770,NA,12030011,NA
Australia,AUS,1969,11.51384,18428,NA,12272387,NA
Australia,AUS,1970,11.65536,19166,NA,12599414,NA
Australia,AUS,1971,12.04573,19590,NA,12997962,NA
Australia,AUS,1972,12.9413,19772,NA,13304896,NA
Australia,AUS,1973,15.0353,20527,NA,13518687,NA
Australia,AUS,1974,13.02142,20698,NA,13719499,NA
Australia,AUS,1975,12.30499,20993,NA,13893985,NA
Australia,AUS,1976,12.98801,21613,NA,14046757,NA
Australia,AUS,1977,12.50431,21592,NA,14203512,NA
Australia,AUS,1978,13.05648,21948,NA,14367097,NA
Australia,AUS,1979,14.57344,22826,NA,14533034,NA
Australia,AUS,1980,15.18879,22972,NA,14721343,NA
Australia,AUS,1981,13.61637,23368,NA,14949209,NA
Australia,AUS,1982,12.52422,22972,NA,15192485,NA
Australia,AUS,1983,12.33253,22697,NA,15414891,NA
Australia,AUS,1984,13.03355,24009,NA,15620650,NA
Australia,AUS,1985,14.36916,24927,NA,15835742,NA
Australia,AUS,1986,14.00897,25116,NA,16069630,NA
Australia,AUS,1987,15.30937,25971,NA,16322272,NA
Australia,AUS,1988,14.88482,26702,NA,16594102,NA
Australia,AUS,1989,13.32485,27407,NA,16869361,NA
Australia,AUS,1990,13.60011,27373,NA,17126301,NA
Australia,AUS,1991,13.24337,26861.275,NA,17353191,NA
Australia,AUS,1992,13.43908,27560.178,NA,17549282,NA
Australia,AUS,1993,13.84326,28622.477,NA,17722905,NA
Australia,AUS,1994,15.15773,29844.172,NA,17897430,NA
Australia,AUS,1995,14.86179,30690.062,NA,18095338,NA
Australia,AUS,1996,15.36616,31740.47,NA,18305299,NA
Australia,AUS,1997,14.49724,32857.992,NA,18504909,NA
Australia,AUS,1998,14.02628,34337.14,NA,18701707,NA
Australia,AUS,1999,14.47086,35551.02,NA,18909979,NA
Australia,AUS,2000,15.42298,36603.047,NA,19132473,NA
Australia,AUS,2001,17.16881,37275.992,NA,19365437,NA
Australia,AUS,2002,16.54561,38567.066,NA,19595357,NA
Australia,AUS,2003,15.20424,39523.656,NA,19819450,NA
Australia,AUS,2004,14.63884,40887.727,NA,20046680,NA
Australia,AUS,2005,15.70719,41904.445,NA,20294490,NA
Australia,AUS,2006,17.06393,42650.984,NA,20590565,NA
Australia,AUS,2007,17.22368,44033.582,NA,20954545,NA
Australia,AUS,2008,18.22655,44421.64,NA,21370595,NA
Australia,AUS,2009,17.46909,44686.543,NA,21783014,NA
Australia,AUS,2010,18.52895,45400.223,NA,22141583,NA
Australia,AUS,2011,19.48351,46132,NA,22479778,NA
Australia,AUS,2012,16.74795,47045.13,NA,22852649,NA
Australia,AUS,2013,16.21195,47260.953,NA,23236271,NA
Australia,AUS,2014,16.88212,47753.848,NA,23595599,NA
Austria,AUT,1925,19.29914,5367,NA,6576779,NA
Austria,AUT,1926,16.97403,5440,NA,6599747,NA
Austria,AUT,1927,18.89398,5587,NA,6622795,NA
Austria,AUT,1928,19.2594,5829,NA,6645923,NA
Austria,AUT,1929,18.35896,5896,NA,6664878,NA
Austria,AUT,1930,16.25964,5716,NA,6679644,NA
Austria,AUT,1931,12.80655,5241,NA,6690204,NA
Austria,AUT,1932,8.23497,4686,NA,6696542,NA
Austria,AUT,1933,7.1306,4516,NA,6698643,NA
Austria,AUT,1934,7.64328,4546,NA,6700745,NA
Austria,AUT,1935,7.86125,4634,NA,6702847,NA
Austria,AUT,1936,8.36848,4774,NA,6704950,NA
Austria,AUT,1937,12.39308,5031,NA,6707053,NA
Austria,AUT,1948,6.0994,4406,NA,6897132,NA
Austria,AUT,1949,8.08327,5249,NA,6917983,NA
Austria,AUT,1950,11.5815,5907,NA,6936454,NA
Austria,AUT,1951,13.80697,6311,NA,6930485,NA
Austria,AUT,1952,13.40482,6323,NA,6927254,NA
Austria,AUT,1953,15.76996,6594,NA,6932082,NA
Austria,AUT,1954,16.85278,7261,NA,6939893,NA
Austria,AUT,1955,17.13959,8054,NA,6946661,NA
Austria,AUT,1956,18.46656,8603,NA,6952266,NA
Austria,AUT,1957,18.29041,9111,NA,6965837,NA
Austria,AUT,1958,17.44526,9416,NA,6987344,NA
Austria,AUT,1959,17.26027,9645,NA,7014269,NA
Austria,AUT,1960,16.96879,10391,NA,7047274,NA
Austria,AUT,1961,16.41194,10882,NA,7086061,NA
Austria,AUT,1962,16.26202,11078,NA,7129580,NA
Austria,AUT,1963,15.79021,11454,NA,7175502,NA
Austria,AUT,1964,15.69141,12062,NA,7223393,NA
Austria,AUT,1965,15.96547,12328,NA,7270413,NA
Austria,AUT,1966,15.45416,12930,NA,7321523,NA
Austria,AUT,1967,15.62944,13225,NA,7376293,NA
Austria,AUT,1968,15.99518,13742,NA,7414628,NA
Austria,AUT,1969,17.75702,14555,NA,7440308,NA
Austria,AUT,1970,18.57593,15537,NA,7466321,NA
Austria,AUT,1971,17.75837,16259,NA,7499636,NA
Austria,AUT,1972,17.60573,17169,NA,7543264,NA
Austria,AUT,1973,17.92533,17908,NA,7585107,NA
Austria,AUT,1974,20.38792,18583,NA,7597963,NA
Austria,AUT,1975,18.80103,18564,NA,7577832,NA
Austria,AUT,1976,19.83162,19448,NA,7564457,NA
Austria,AUT,1977,19.06262,20350,NA,7567332,NA
Austria,AUT,1978,19.70203,20293,NA,7561204,NA
Austria,AUT,1979,20.97339,21436,NA,7548345,NA
Austria,AUT,1980,21.35602,21932,NA,7548405,NA
Austria,AUT,1981,23.47148,21866,NA,7567550,NA
Austria,AUT,1982,22.99885,22254,NA,7573077,NA
Austria,AUT,1983,22.98641,22944,NA,7561166,NA
Austria,AUT,1984,24.62689,23016,NA,7560716,NA
Austria,AUT,1985,26.29609,23514,NA,7564311,NA
Austria,AUT,1986,23.65836,24039,NA,7569397,NA
Austria,AUT,1987,23.09106,24409,NA,7574314,NA
Austria,AUT,1988,24.53775,25112,NA,7585347,NA
Austria,AUT,1989,25.82201,26078,NA,7620406,NA
Austria,AUT,1990,25.33664,26930,NA,7679626,NA
Austria,AUT,1991,24.70409,27689.771,NA,7757140,NA
Austria,AUT,1992,23.63032,28072.44,NA,7842716,NA
Austria,AUT,1993,22.90169,28101.229,NA,7907492,NA
Austria,AUT,1994,23.17926,28780.76,NA,7938156,NA
Austria,AUT,1995,23.93405,29621.682,NA,7950322,NA
Austria,AUT,1996,24.42941,30413.156,NA,7960918,NA
Austria,AUT,1997,27.64099,31173.049,NA,7969802,NA
Austria,AUT,1998,28.21788,32376.33,NA,7978465,NA
Austria,AUT,1999,30.43231,33608.297,NA,7993895,NA
Austria,AUT,2000,34.34234,34796.258,NA,8012929,NA
Austria,AUT,2001,35.91876,35272.223,NA,8042232,NA
Austria,AUT,2002,36.86658,35823.586,NA,8081638,NA
Austria,AUT,2003,37.27357,36063.12,NA,8122605,NA
Austria,AUT,2004,39.45878,36957.113,NA,8173494,NA
Austria,AUT,2005,39.73094,37642.76,NA,8229204,NA
Austria,AUT,2006,40.93993,38866.848,NA,8269902,NA
Austria,AUT,2007,42.38588,40305.273,NA,8296949,NA
Austria,AUT,2008,42.50026,40964.793,NA,8323250,NA
Austria,AUT,2009,34.47912,39463.656,NA,8345072,NA
Austria,AUT,2010,38.20161,40288.348,NA,8365087,NA
Austria,AUT,2011,41.04068,41446,NA,8393272,NA
Austria,AUT,2012,40.93461,41540.94,NA,8431598,NA
Austria,AUT,2013,41.04978,41301.94,NA,8481411,NA
Austria,AUT,2014,41.32315,41250.508,NA,8547812,NA
Azerbaijan,AZE,1992,31.47946,5638.998,NA,7405779,NA
Azerbaijan,AZE,1993,25.01206,4315.357,NA,7504118,NA
Azerbaijan,AZE,1994,19.76619,3453.3638,NA,7608896,NA
Azerbaijan,AZE,1995,20.80284,2999.319,NA,7719283,NA
Azerbaijan,AZE,1996,19.83159,3074.2197,NA,7830982,NA
Azerbaijan,AZE,1997,19.6835,3347.6125,NA,7936220,NA
Azerbaijan,AZE,1998,13.60652,3550.364,NA,8025808,NA
Azerbaijan,AZE,1999,20.27843,3959.7815,NA,8100472,NA
Azerbaijan,AZE,2000,33.09552,4214.8887,NA,8174783,NA
Azerbaijan,AZE,2001,40.5423,4498.7944,NA,8251776,NA
Azerbaijan,AZE,2002,34.75612,4880.4,NA,8326141,NA
Azerbaijan,AZE,2003,35.62124,5408.523,NA,8400529,NA
Azerbaijan,AZE,2004,41.64962,5971.4746,NA,8489875,NA
Azerbaijan,AZE,2005,57.74797,7553.6265,NA,8597248,NA
Azerbaijan,AZE,2006,62.0246,10160.346,NA,8711380,NA
Azerbaijan,AZE,2007,64.3543,12699.498,NA,8828316,NA
Azerbaijan,AZE,2008,62.6096,14072.627,NA,8942637,NA
Azerbaijan,AZE,2009,47.63218,15384.293,NA,9046336,NA
Azerbaijan,AZE,2010,50.04664,16153.837,NA,9146852,NA
Azerbaijan,AZE,2011,52.30333,16176,NA,9256154,NA
Azerbaijan,AZE,2012,47.10254,16364.532,NA,9376181,NA
Azerbaijan,AZE,2013,43.1976,17146.223,NA,9504417,NA
Azerbaijan,AZE,2014,39.09678,17451.1,NA,9631136,NA
Bahrain,BHR,1971,154.21129,6349,NA,230745,NA
Bahrain,BHR,1972,209.19386,6692,NA,242128,NA
Bahrain,BHR,1973,132.81232,6975,NA,255334,NA
Bahrain,BHR,1974,177.93617,7291,NA,269047,NA
Bahrain,BHR,1975,160.20779,6252,NA,283251,NA
Bahrain,BHR,1976,141.06718,6875,NA,297870,NA
Bahrain,BHR,1977,127.53404,7084,NA,312826,NA
Bahrain,BHR,1978,110.74115,7037,NA,328059,NA
Bahrain,BHR,1979,120.04623,6730,NA,343460,NA
Bahrain,BHR,1980,117.48502,6994,NA,358991,NA
Bahrain,BHR,1981,124.25359,6875,NA,373532,NA
Bahrain,BHR,1982,102.62128,7036,NA,386990,NA
Bahrain,BHR,1983,84.2051,7240,NA,400722,NA
Bahrain,BHR,1984,79.30924,7264,NA,415165,NA
Bahrain,BHR,1985,76.30355,6972,NA,430365,NA
Bahrain,BHR,1986,75.77757,6880,NA,446290,NA
Bahrain,BHR,1987,69.43588,6786,NA,462864,NA
Bahrain,BHR,1988,65.30694,6802,NA,479931,NA
Bahrain,BHR,1989,70.28976,6751,NA,497329,NA
Bahrain,BHR,1990,90.736,6542,NA,514800,NA
Bahrain,BHR,1991,76.10117,7059.957,NA,531883,NA
Bahrain,BHR,1992,72.93103,7993.8926,NA,547754,NA
Bahrain,BHR,1993,71.65019,9102.066,NA,562820,NA
Bahrain,BHR,1994,62.00444,9935.004,NA,577960,NA
Bahrain,BHR,1995,71.15365,10695.393,NA,593228,NA
Bahrain,BHR,1996,75.41879,11640.821,NA,608595,NA
Bahrain,BHR,1997,98.11846,12528.39,NA,624020,NA
Bahrain,BHR,1998,104.29969,13776.008,NA,639391,NA
Bahrain,BHR,1999,98.89004,15263.758,NA,654621,NA
Bahrain,BHR,2000,85.23203,17021.723,NA,669590,NA
Bahrain,BHR,2001,90.72784,18152.963,NA,699964,NA
Bahrain,BHR,2002,87.61466,19487.842,NA,752206,NA
Bahrain,BHR,2003,92.6516,21391.611,NA,811278,NA
Bahrain,BHR,2004,101.91125,23389.602,NA,871449,NA
Bahrain,BHR,2005,99.50073,25230.9,NA,932619,NA
Bahrain,BHR,2006,106.76379,26840.125,NA,994626,NA
Bahrain,BHR,2007,110.75426,28884.697,NA,1057418,NA
Bahrain,BHR,2008,112.15176,30612.498,NA,1120717,NA
Bahrain,BHR,2009,99.42272,31729.566,NA,1183616,NA
Bahrain,BHR,2010,114.63808,34057.715,NA,1213250,NA
Bahrain,BHR,2011,115.44078,36372,NA,1206734,NA
Bahrain,BHR,2012,114.94852,36711.39,NA,1216308,NA
Bahrain,BHR,2013,109.27999,37704.21,NA,1257206,NA
Bahrain,BHR,2014,109.523,38364.83,NA,1312858,NA
Bangladesh,BGD,1972,4.17207,807,NA,71641525,NA
Bangladesh,BGD,1973,4.41489,792,NA,73722297,NA
Bangladesh,BGD,1974,2.76796,872,NA,75839350,NA
Bangladesh,BGD,1975,1.68189,843,NA,77854353,NA
Bangladesh,BGD,1976,3.95755,862,NA,79855319,NA
Bangladesh,BGD,1977,4.92153,843,NA,81867267,NA
Bangladesh,BGD,1978,3.86424,878,NA,83889659,NA
Bangladesh,BGD,1979,4.21471,894,NA,85935069,NA
Bangladesh,BGD,1980,4.35615,875,NA,88016436,NA
Bangladesh,BGD,1981,3.90796,878,NA,90303105,NA
Bangladesh,BGD,1982,4.14598,869,NA,92814506,NA
Bangladesh,BGD,1983,4.51455,891,NA,95335162,NA
Bangladesh,BGD,1984,5.01547,918,NA,97814966,NA
Bangladesh,BGD,1985,4.50385,925,NA,100253825,NA
Bangladesh,BGD,1986,4.4389,944,NA,102635570,NA
Bangladesh,BGD,1987,5.26646,960,NA,104959291,NA
Bangladesh,BGD,1988,5.47257,964,NA,107216011,NA
Bangladesh,BGD,1989,5.37784,966,NA,109433805,NA
Bangladesh,BGD,1990,6.04762,1006,NA,111633723,NA
Bangladesh,BGD,1991,6.15377,1031.4299,NA,113787112,NA
Bangladesh,BGD,1992,7.52897,1062.4604,NA,115952198,NA
Bangladesh,BGD,1993,8.02923,1095.6564,NA,118132363,NA
Bangladesh,BGD,1994,9.43014,1136.4185,NA,120343183,NA
Bangladesh,BGD,1995,10.41634,1182.9514,NA,122600371,NA
Bangladesh,BGD,1996,9.17229,1234.0841,NA,124862185,NA
Bangladesh,BGD,1997,9.95152,1291.5126,NA,127198069,NA
Bangladesh,BGD,1998,10.12587,1348.1499,NA,129622333,NA
Bangladesh,BGD,1999,10.04299,1412.9813,NA,132108064,NA
Bangladesh,BGD,2000,11.96525,1485.3092,NA,134544303,NA
Bangladesh,BGD,2001,12.056,1551.1965,NA,136805812,NA
Bangladesh,BGD,2002,11.6651,1621.267,NA,138933659,NA
Bangladesh,BGD,2003,12.65643,1710.7313,NA,140970356,NA
Bangladesh,BGD,2004,14.3143,1812.6246,NA,142902855,NA
Bangladesh,BGD,2005,14.26262,1925.6062,NA,144715789,NA
Bangladesh,BGD,2006,17.1882,2057.6985,NA,146405982,NA
Bangladesh,BGD,2007,16.61357,2194.4224,NA,147989283,NA
Bangladesh,BGD,2008,16.80963,2321.0505,NA,149474264,NA
Bangladesh,BGD,2009,15.16363,2448.887,NA,150873716,NA
Bangladesh,BGD,2010,16.04745,2599.2083,NA,152201977,NA
Bangladesh,BGD,2011,18.68635,2772,NA,153591075,NA
Bangladesh,BGD,2012,18.8934,2914.0488,NA,155070111,NA
Bangladesh,BGD,2013,18.84088,3057.4697,NA,156532135,NA
Bangladesh,BGD,2014,17.6459,3216.8923,NA,157964931,NA
Barbados,BRB,1966,33.01772,6873,NA,245010,NA
Barbados,BRB,1967,30.2671,7492,NA,247099,NA
Barbados,BRB,1968,29.21777,8429,NA,248554,NA
Barbados,BRB,1969,24.04631,9247,NA,249443,NA
Barbados,BRB,1970,25.07714,10197,NA,249398,NA
Barbados,BRB,1971,21.24651,10514,NA,249177,NA
Barbados,BRB,1972,19.20045,10567,NA,249663,NA
Barbados,BRB,1973,18.80386,10635,NA,250331,NA
Barbados,BRB,1974,24.88796,10080,NA,250787,NA
Barbados,BRB,1975,26.48092,9825,NA,251188,NA
Barbados,BRB,1976,19.81669,10222,NA,251455,NA
Barbados,BRB,1977,19.26582,10541,NA,251631,NA
Barbados,BRB,1978,23.48097,11014,NA,251566,NA
Barbados,BRB,1979,22.66777,11837,NA,251276,NA
Barbados,BRB,1980,21.20776,12318,NA,251532,NA
Barbados,BRB,1981,17.50278,12065,NA,252274,NA
Barbados,BRB,1982,22.14114,11424,NA,253097,NA
Barbados,BRB,1983,25.9774,11419,NA,253992,NA
Barbados,BRB,1984,28.9334,11772,NA,254930,NA
Barbados,BRB,1985,24.55099,11848,NA,255831,NA
Barbados,BRB,1986,17.70687,12404,NA,256628,NA
Barbados,BRB,1987,9.17233,12683,NA,257286,NA
Barbados,BRB,1988,9.59632,13087,NA,257768,NA
Barbados,BRB,1989,9.73574,13498,NA,258111,NA
Barbados,BRB,1990,10.40434,12994,NA,258581,NA
Barbados,BRB,1991,10.20507,12298.506,NA,259382,NA
Barbados,BRB,1992,8.4258,11427.267,NA,260273,NA
Barbados,BRB,1993,7.94572,11343.598,NA,261034,NA
Barbados,BRB,1994,7.33284,11405.56,NA,261627,NA
Barbados,BRB,1995,10.60645,11473.859,NA,262044,NA
Barbados,BRB,1996,15.77599,11760.825,NA,262290,NA
Barbados,BRB,1997,11.76403,12124.509,NA,262404,NA
Barbados,BRB,1998,9.5691,12384.762,NA,262437,NA
Barbados,BRB,1999,8.75865,12237.948,NA,262521,NA
Barbados,BRB,2000,8.74676,12600.022,NA,262069,NA
Barbados,BRB,2001,9.72711,12112.181,NA,262428,NA
Barbados,BRB,2002,13.13495,12025.474,NA,264151,NA
Barbados,BRB,2003,13.09554,12094.819,NA,265787,NA
Barbados,BRB,2004,15.539,12078.735,NA,267296,NA
Barbados,BRB,2005,15.33072,12379.45,NA,268719,NA
Barbados,BRB,2006,7.5272,12889.877,NA,270010,NA
Barbados,BRB,2007,9.28209,12917.439,NA,271296,NA
Barbados,BRB,2008,10.46777,12786.107,NA,272718,NA
Barbados,BRB,2009,7.71061,12094.324,NA,274137,NA
Barbados,BRB,2010,10.63348,11954.322,NA,275250,NA
Barbados,BRB,2011,11.5585,11870,NA,276149,NA
Barbados,BRB,2012,13.1009,11860,NA,276947,NA
Barbados,BRB,2013,12.97774,11809,NA,277670,NA
Barbados,BRB,2014,11.18631,11780,NA,278355,NA
Belarus,BLR,1992,20.2423,9960.843,NA,10217561,NA
Belarus,BLR,1993,12.00426,9077.44,NA,10241320,NA
Belarus,BLR,1994,25.0134,7932.001,NA,10230192,NA
Belarus,BLR,1995,33.21613,6993.622,NA,10197466,NA
Belarus,BLR,1996,38.49524,7128.3545,NA,10164023,NA
Belarus,BLR,1997,51.00785,7885.0195,NA,10122364,NA
Belarus,BLR,1998,46.44412,8481.967,NA,10080580,NA
Belarus,BLR,1999,48.73821,8689.713,NA,10039223,NA
Belarus,BLR,2000,57.56201,9110.9795,NA,9991311,NA
Belarus,BLR,2001,60.35887,9462.374,NA,9938068,NA
Belarus,BLR,2002,54.95615,9870.309,NA,9873451,NA
Belarus,BLR,2003,55.78147,10492.987,NA,9803174,NA
Belarus,BLR,2004,59.42419,11615.686,NA,9735090,NA
Belarus,BLR,2005,52.88365,12629.558,NA,9667831,NA
Belarus,BLR,2006,53.37075,13792.554,NA,9608041,NA
Belarus,BLR,2007,53.61634,14856.956,NA,9563136,NA
Belarus,BLR,2008,53.61256,16223.997,NA,9529357,NA
Belarus,BLR,2009,43.24889,16088.725,NA,9507334,NA
Belarus,BLR,2010,45.78608,17172.46,NA,9490752,NA
Belarus,BLR,2011,69.33788,17918,NA,9472737,NA
Belarus,BLR,2012,72.35272,18245.008,NA,9463075,NA
Belarus,BLR,2013,50.79824,18456.41,NA,9464454,NA
Belarus,BLR,2014,47.36482,18805.18,NA,9472704,NA
Belgium,BEL,1846,7.74019,2700,NA,4297878,NA
Belgium,BEL,1847,7.82368,2809,NA,4335251,NA
Belgium,BEL,1848,8.22014,2796,NA,4372950,NA
Belgium,BEL,1849,9.65312,2853,NA,4408894,NA
Belgium,BEL,1850,11.18799,2944,NA,4443056,NA
Belgium,BEL,1851,10.39617,3006,NA,4475157,NA
Belgium,BEL,1852,11.1699,3067,NA,4505413,NA
Belgium,BEL,1853,12.59041,3127,NA,4533797,NA
Belgium,BEL,1854,14.10306,3300,NA,4562359,NA
Belgium,BEL,1855,12.06951,3301,NA,4591101,NA
Belgium,BEL,1856,12.09453,3459,NA,4620024,NA
Belgium,BEL,1857,13.87155,3524,NA,4649129,NA
Belgium,BEL,1858,13.31542,3526,NA,4678418,NA
Belgium,BEL,1859,14.38552,3502,NA,4708755,NA
Belgium,BEL,1860,14.90731,3655,NA,4740154,NA
Belgium,BEL,1861,14.12133,3682,NA,4772628,NA
Belgium,BEL,1862,15.33212,3752,NA,4806190,NA
Belgium,BEL,1863,16.04027,3832,NA,4840852,NA
Belgium,BEL,1864,16.79839,3931,NA,4875764,NA
Belgium,BEL,1865,16.65973,3902,NA,4910928,NA
Belgium,BEL,1866,16.50598,3990,NA,4946346,NA
Belgium,BEL,1867,15.33593,3980,NA,4982019,NA
Belgium,BEL,1868,16.20191,4095,NA,5017949,NA
Belgium,BEL,1869,16.25249,4245,NA,5055298,NA
Belgium,BEL,1870,15.27201,4291,NA,5094086,NA
Belgium,BEL,1871,18.7686,4275,NA,5134332,NA
Belgium,BEL,1872,18.51311,4501,NA,5176056,NA
Belgium,BEL,1873,19.3911,4495,NA,5219281,NA
Belgium,BEL,1874,19.2473,4607,NA,5262866,NA
Belgium,BEL,1875,21.16749,4560,NA,5306815,NA
Belgium,BEL,1876,20.96587,4583,NA,5351131,NA
Belgium,BEL,1877,21.28313,4597,NA,5395817,NA
Belgium,BEL,1878,22.25642,4689,NA,5440877,NA
Belgium,BEL,1879,22.47474,4694,NA,5487623,NA
Belgium,BEL,1880,22.31868,4886,NA,5536082,NA
Belgium,BEL,1881,23.63014,4894,NA,5586281,NA
Belgium,BEL,1882,23.81307,4999,NA,5638248,NA
Belgium,BEL,1883,24.42014,5013,NA,5692009,NA
Belgium,BEL,1884,26.48492,4999,NA,5746284,NA
Belgium,BEL,1885,24.36181,5002,NA,5801075,NA
Belgium,BEL,1886,24.79919,5026,NA,5856389,NA
Belgium,BEL,1887,24.60709,5180,NA,5912231,NA
Belgium,BEL,1888,24.16764,5176,NA,5968605,NA
Belgium,BEL,1889,27.0678,5386,NA,6025743,NA
Belgium,BEL,1890,25.72062,5464,NA,6083656,NA
Belgium,BEL,1891,27.41737,5412,NA,6142352,NA
Belgium,BEL,1892,25.52012,5486,NA,6201841,NA
Belgium,BEL,1893,25.34637,5507,NA,6262134,NA
Belgium,BEL,1894,25.02249,5528,NA,6323013,NA
Belgium,BEL,1895,25.97222,5598,NA,6384484,NA
Belgium,BEL,1896,27.00891,5660,NA,6446552,NA
Belgium,BEL,1897,27.3678,5716,NA,6509224,NA
Belgium,BEL,1898,30.92637,5762,NA,6572505,NA
Belgium,BEL,1899,32.00054,5828,NA,6638079,NA
Belgium,BEL,1900,30.38226,5947,NA,6705987,NA
Belgium,BEL,1901,29.83771,5928,NA,6776269,NA
Belgium,BEL,1902,30.76449,5960,NA,6848968,NA
Belgium,BEL,1903,32.75663,6013,NA,6924126,NA
Belgium,BEL,1904,32.79729,6091,NA,7000108,NA
Belgium,BEL,1905,33.90156,6188,NA,7076924,NA
Belgium,BEL,1906,36.89022,6244,NA,7154584,NA
Belgium,BEL,1907,37.20607,6268,NA,7233095,NA
Belgium,BEL,1908,34.38111,6269,NA,7312468,NA
Belgium,BEL,1909,38.42345,6330,NA,7377299,NA
Belgium,BEL,1910,44.05146,6478,NA,7427418,NA
Belgium,BEL,1911,44.83847,6612,NA,7462655,NA
Belgium,BEL,1912,47.02655,6704,NA,7482838,NA
Belgium,BEL,1913,42.97007,6727,NA,7487791,NA
Belgium,BEL,1920,31.07422,6315,NA,7551028,NA
Belgium,BEL,1921,25.55544,6465,NA,7583777,NA
Belgium,BEL,1922,22.66242,7034,NA,7625781,NA
Belgium,BEL,1923,27.61084,7226,NA,7677110,NA
Belgium,BEL,1924,32.57953,7393,NA,7728784,NA
Belgium,BEL,1925,33.11274,7438,NA,7780807,NA
Belgium,BEL,1926,36.20639,7626,NA,7833179,NA
Belgium,BEL,1927,38.07805,7847,NA,7885904,NA
Belgium,BEL,1928,38.82825,8191,NA,7938984,NA
Belgium,BEL,1929,35.62611,8056,NA,7986890,NA
Belgium,BEL,1930,28.85865,7936,NA,8029570,NA
Belgium,BEL,1931,28.15068,7747,NA,8066970,NA
Belgium,BEL,1932,21.3842,7343,NA,8099037,NA
Belgium,BEL,1933,20.72697,7461,NA,8125715,NA
Belgium,BEL,1934,20.68946,7371,NA,8152481,NA
Belgium,BEL,1935,24.67174,7801,NA,8179335,NA
Belgium,BEL,1936,27.61707,7831,NA,8206277,NA
Belgium,BEL,1937,29.79545,7908,NA,8233309,NA
Belgium,BEL,1938,26.10328,7702,NA,8260429,NA
Belgium,BEL,1939,26.76298,8209,NA,8287916,NA
Belgium,BEL,1946,13.86461,7291,NA,8489101,NA
Belgium,BEL,1947,23.55455,7651,NA,8518479,NA
Belgium,BEL,1948,22.05681,8008,NA,8547959,NA
Belgium,BEL,1949,24.80662,8278,NA,8580904,NA
Belgium,BEL,1950,24.29728,8706,NA,8617441,NA
Belgium,BEL,1951,33.15414,9161,NA,8655757,NA
Belgium,BEL,1952,30.28677,9035,NA,8696641,NA
Belgium,BEL,1953,27.13304,9274,NA,8741858,NA
